DRG Definition,Provider Id,Provider Name,Provider Street Address,Provider City,Provider State,Provider Zip Code,Hospital Referral Region Description, Total Discharges , Average Covered Charges , Average Total Payments 
"640 - MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W MCC",490020,JOHN RANDOLPH MEDICAL CENTER,411 WEST RANDOLPH ROAD,HOPEWELL,VA,23860,VA - Richmond,16,67895.5625,8450.6875
"641 - MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W/O MCC",490020,JOHN RANDOLPH MEDICAL CENTER,411 WEST RANDOLPH ROAD,HOPEWELL,VA,23860,VA - Richmond,39,25017.84615,3932.589744
682 - RENAL FAILURE W MCC,490020,JOHN RANDOLPH MEDICAL CENTER,411 WEST RANDOLPH ROAD,HOPEWELL,VA,23860,VA - Richmond,55,58929.65455,9266.218182
683 - RENAL FAILURE W CC,490020,JOHN RANDOLPH MEDICAL CENTER,411 WEST RANDOLPH ROAD,HOPEWELL,VA,23860,VA - Richmond,76,37173.65789,5991.184211
684 - RENAL FAILURE W/O CC/MCC,490020,JOHN RANDOLPH MEDICAL CENTER,411 WEST RANDOLPH ROAD,HOPEWELL,VA,23860,VA - Richmond,12,27608.25,3804.166667
690 - KIDNEY & URINARY TRACT INFECTIONS W/O MCC,490020,JOHN RANDOLPH MEDICAL CENTER,411 WEST RANDOLPH ROAD,HOPEWELL,VA,23860,VA - Richmond,55,32197.67273,4532.6
811 - RED BLOOD CELL DISORDERS W MCC,490020,JOHN RANDOLPH MEDICAL CENTER,411 WEST RANDOLPH ROAD,HOPEWELL,VA,23860,VA - Richmond,13,28029.92308,7234.692308
812 - RED BLOOD CELL DISORDERS W/O MCC,490020,JOHN RANDOLPH MEDICAL CENTER,411 WEST RANDOLPH ROAD,HOPEWELL,VA,23860,VA - Richmond,41,17989.97561,4598.560976
871 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W MCC,490020,JOHN RANDOLPH MEDICAL CENTER,411 WEST RANDOLPH ROAD,HOPEWELL,VA,23860,VA - Richmond,48,110427.0833,12125.3125
872 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W/O MCC,490020,JOHN RANDOLPH MEDICAL CENTER,411 WEST RANDOLPH ROAD,HOPEWELL,VA,23860,VA - Richmond,19,40044.63158,6575.578947
039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,490021,"CENTRA  HEALTH, INC",1920 ATHERHOLT ROAD,LYNCHBURG,VA,24501,VA - Lynchburg,35,13721.37143,6143.314286
057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,490021,"CENTRA  HEALTH, INC",1920 ATHERHOLT ROAD,LYNCHBURG,VA,24501,VA - Lynchburg,79,12017.91139,5374.873418
064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC,490021,"CENTRA  HEALTH, INC",1920 ATHERHOLT ROAD,LYNCHBURG,VA,24501,VA - Lynchburg,77,24118.49351,10567.64935
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC,490021,"CENTRA  HEALTH, INC",1920 ATHERHOLT ROAD,LYNCHBURG,VA,24501,VA - Lynchburg,148,15904.60135,6663.621622
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,490021,"CENTRA  HEALTH, INC",1920 ATHERHOLT ROAD,LYNCHBURG,VA,24501,VA - Lynchburg,122,13169.84426,4852.590164
069 - TRANSIENT ISCHEMIA,490021,"CENTRA  HEALTH, INC",1920 ATHERHOLT ROAD,LYNCHBURG,VA,24501,VA - Lynchburg,163,10172.17791,4733.355828
074 - CRANIAL & PERIPHERAL NERVE DISORDERS W/O MCC,490021,"CENTRA  HEALTH, INC",1920 ATHERHOLT ROAD,LYNCHBURG,VA,24501,VA - Lynchburg,63,10258,6259.904762
101 - SEIZURES W/O MCC,490021,"CENTRA  HEALTH, INC",1920 ATHERHOLT ROAD,LYNCHBURG,VA,24501,VA - Lynchburg,88,12326.31818,4483.068182
149 - DYSEQUILIBRIUM,490021,"CENTRA  HEALTH, INC",1920 ATHERHOLT ROAD,LYNCHBURG,VA,24501,VA - Lynchburg,57,8502.192982,3834.368421
176 - PULMONARY EMBOLISM W/O MCC,490021,"CENTRA  HEALTH, INC",1920 ATHERHOLT ROAD,LYNCHBURG,VA,24501,VA - Lynchburg,37,10546.21622,5971.378378
177 - RESPIRATORY INFECTIONS & INFLAMMATIONS W MCC,490021,"CENTRA  HEALTH, INC",1920 ATHERHOLT ROAD,LYNCHBURG,VA,24501,VA - Lynchburg,60,23419.2,11697.85
178 - RESPIRATORY INFECTIONS & INFLAMMATIONS W CC,490021,"CENTRA  HEALTH, INC",1920 ATHERHOLT ROAD,LYNCHBURG,VA,24501,VA - Lynchburg,76,17349.67105,9178.592105
189 - PULMONARY EDEMA & RESPIRATORY FAILURE,490021,"CENTRA  HEALTH, INC",1920 ATHERHOLT ROAD,LYNCHBURG,VA,24501,VA - Lynchburg,90,17682.87778,7769.088889
190 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W MCC,490021,"CENTRA  HEALTH, INC",1920 ATHERHOLT ROAD,LYNCHBURG,VA,24501,VA - Lynchburg,138,15433.82609,6872.913043
191 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W CC,490021,"CENTRA  HEALTH, INC",1920 ATHERHOLT ROAD,LYNCHBURG,VA,24501,VA - Lynchburg,208,11760.88942,5748.759615
192 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W/O CC/MCC,490021,"CENTRA  HEALTH, INC",1920 ATHERHOLT ROAD,LYNCHBURG,VA,24501,VA - Lynchburg,133,9501.714286,4417.977444
193 - SIMPLE PNEUMONIA & PLEURISY W MCC,490021,"CENTRA  HEALTH, INC",1920 ATHERHOLT ROAD,LYNCHBURG,VA,24501,VA - Lynchburg,104,19388.50962,8498.173077
194 - SIMPLE PNEUMONIA & PLEURISY W CC,490021,"CENTRA  HEALTH, INC",1920 ATHERHOLT ROAD,LYNCHBURG,VA,24501,VA - Lynchburg,180,12852.55556,6171.938889
195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC,490021,"CENTRA  HEALTH, INC",1920 ATHERHOLT ROAD,LYNCHBURG,VA,24501,VA - Lynchburg,78,8665.833333,4354.653846
202 - BRONCHITIS & ASTHMA W CC/MCC,490021,"CENTRA  HEALTH, INC",1920 ATHERHOLT ROAD,LYNCHBURG,VA,24501,VA - Lynchburg,62,10534,4962.322581
203 - BRONCHITIS & ASTHMA W/O CC/MCC,490021,"CENTRA  HEALTH, INC",1920 ATHERHOLT ROAD,LYNCHBURG,VA,24501,VA - Lynchburg,44,7348.613636,3576.681818
207 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,490021,"CENTRA  HEALTH, INC",1920 ATHERHOLT ROAD,LYNCHBURG,VA,24501,VA - Lynchburg,22,84426,31948.95455
208 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT <96 HOURS,490021,"CENTRA  HEALTH, INC",1920 ATHERHOLT ROAD,LYNCHBURG,VA,24501,VA - Lynchburg,74,30634.10811,13540.17568
238 - MAJOR CARDIOVASC PROCEDURES W/O MCC,490021,"CENTRA  HEALTH, INC",1920 ATHERHOLT ROAD,LYNCHBURG,VA,24501,VA - Lynchburg,50,58380.5,18317.74
243 - PERMANENT CARDIAC PACEMAKER IMPLANT W CC,490021,"CENTRA  HEALTH, INC",1920 ATHERHOLT ROAD,LYNCHBURG,VA,24501,VA - Lynchburg,38,40240.94737,14714.55263
244 - PERMANENT CARDIAC PACEMAKER IMPLANT W/O CC/MCC,490021,"CENTRA  HEALTH, INC",1920 ATHERHOLT ROAD,LYNCHBURG,VA,24501,VA - Lynchburg,46,34132.78261,11761.32609
246 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W MCC OR 4+ VESSELS/STENTS,490021,"CENTRA  HEALTH, INC",1920 ATHERHOLT ROAD,LYNCHBURG,VA,24501,VA - Lynchburg,24,56462.54167,23166.29167
247 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W/O MCC,490021,"CENTRA  HEALTH, INC",1920 ATHERHOLT ROAD,LYNCHBURG,VA,24501,VA - Lynchburg,139,48838.80576,12885.10072
249 - PERC CARDIOVASC PROC W NON-DRUG-ELUTING STENT W/O MCC,490021,"CENTRA  HEALTH, INC",1920 ATHERHOLT ROAD,LYNCHBURG,VA,24501,VA - Lynchburg,45,35544.71111,12005.44444
251 - PERC CARDIOVASC PROC W/O CORONARY ARTERY STENT W/O MCC,490021,"CENTRA  HEALTH, INC",1920 ATHERHOLT ROAD,LYNCHBURG,VA,24501,VA - Lynchburg,32,43995,11466.28125
252 - OTHER VASCULAR PROCEDURES W MCC,490021,"CENTRA  HEALTH, INC",1920 ATHERHOLT ROAD,LYNCHBURG,VA,24501,VA - Lynchburg,51,52511.05882,19762.80392
253 - OTHER VASCULAR PROCEDURES W CC,490021,"CENTRA  HEALTH, INC",1920 ATHERHOLT ROAD,LYNCHBURG,VA,24501,VA - Lynchburg,45,40281.08889,14782.37778
254 - OTHER VASCULAR PROCEDURES W/O CC/MCC,490021,"CENTRA  HEALTH, INC",1920 ATHERHOLT ROAD,LYNCHBURG,VA,24501,VA - Lynchburg,25,20469.72,10443.76
"280 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W MCC",490021,"CENTRA  HEALTH, INC",1920 ATHERHOLT ROAD,LYNCHBURG,VA,24501,VA - Lynchburg,80,24271.5375,11120.8
"281 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W CC",490021,"CENTRA  HEALTH, INC",1920 ATHERHOLT ROAD,LYNCHBURG,VA,24501,VA - Lynchburg,70,15323.04286,7949.1
"282 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W/O CC/MCC",490021,"CENTRA  HEALTH, INC",1920 ATHERHOLT ROAD,LYNCHBURG,VA,24501,VA - Lynchburg,27,12101.55556,4710
"286 - CIRCULATORY DISORDERS EXCEPT AMI, W CARD CATH W MCC",490021,"CENTRA  HEALTH, INC",1920 ATHERHOLT ROAD,LYNCHBURG,VA,24501,VA - Lynchburg,34,26611.05882,12178.41176
"287 - CIRCULATORY DISORDERS EXCEPT AMI, W CARD CATH W/O MCC",490021,"CENTRA  HEALTH, INC",1920 ATHERHOLT ROAD,LYNCHBURG,VA,24501,VA - Lynchburg,97,19704.75258,6876.721649
291 - HEART FAILURE & SHOCK W MCC,490021,"CENTRA  HEALTH, INC",1920 ATHERHOLT ROAD,LYNCHBURG,VA,24501,VA - Lynchburg,242,17763.59917,8889.128099
292 - HEART FAILURE & SHOCK W CC,490021,"CENTRA  HEALTH, INC",1920 ATHERHOLT ROAD,LYNCHBURG,VA,24501,VA - Lynchburg,343,10842.43149,6014.723032
293 - HEART FAILURE & SHOCK W/O CC/MCC,490021,"CENTRA  HEALTH, INC",1920 ATHERHOLT ROAD,LYNCHBURG,VA,24501,VA - Lynchburg,88,8215.420455,4048.613636
300 - PERIPHERAL VASCULAR DISORDERS W CC,490021,"CENTRA  HEALTH, INC",1920 ATHERHOLT ROAD,LYNCHBURG,VA,24501,VA - Lynchburg,42,11448.54762,5534.071429
301 - PERIPHERAL VASCULAR DISORDERS W/O CC/MCC,490021,"CENTRA  HEALTH, INC",1920 ATHERHOLT ROAD,LYNCHBURG,VA,24501,VA - Lynchburg,28,8296.535714,4104.357143
303 - ATHEROSCLEROSIS W/O MCC,490021,"CENTRA  HEALTH, INC",1920 ATHERHOLT ROAD,LYNCHBURG,VA,24501,VA - Lynchburg,36,7392.222222,3569.833333
305 - HYPERTENSION W/O MCC,490021,"CENTRA  HEALTH, INC",1920 ATHERHOLT ROAD,LYNCHBURG,VA,24501,VA - Lynchburg,30,7492.866667,3760.333333
308 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W MCC,490021,"CENTRA  HEALTH, INC",1920 ATHERHOLT ROAD,LYNCHBURG,VA,24501,VA - Lynchburg,112,13357.63393,7233.366071
309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,490021,"CENTRA  HEALTH, INC",1920 ATHERHOLT ROAD,LYNCHBURG,VA,24501,VA - Lynchburg,106,9692.660377,4970.283019
310 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC,490021,"CENTRA  HEALTH, INC",1920 ATHERHOLT ROAD,LYNCHBURG,VA,24501,VA - Lynchburg,100,7465.64,3461.36
312 - SYNCOPE & COLLAPSE,490021,"CENTRA  HEALTH, INC",1920 ATHERHOLT ROAD,LYNCHBURG,VA,24501,VA - Lynchburg,188,9038.851064,4336.595745
313 - CHEST PAIN,490021,"CENTRA  HEALTH, INC",1920 ATHERHOLT ROAD,LYNCHBURG,VA,24501,VA - Lynchburg,115,7919.8,3360.226087
314 - OTHER CIRCULATORY SYSTEM DIAGNOSES W MCC,490021,"CENTRA  HEALTH, INC",1920 ATHERHOLT ROAD,LYNCHBURG,VA,24501,VA - Lynchburg,78,28145.53846,12314.62821
315 - OTHER CIRCULATORY SYSTEM DIAGNOSES W CC,490021,"CENTRA  HEALTH, INC",1920 ATHERHOLT ROAD,LYNCHBURG,VA,24501,VA - Lynchburg,33,11071.81818,5438.424242
329 - MAJOR SMALL & LARGE BOWEL PROCEDURES W MCC,490021,"CENTRA  HEALTH, INC",1920 ATHERHOLT ROAD,LYNCHBURG,VA,24501,VA - Lynchburg,47,74400.23404,35781.80851
330 - MAJOR SMALL & LARGE BOWEL PROCEDURES W CC,490021,"CENTRA  HEALTH, INC",1920 ATHERHOLT ROAD,LYNCHBURG,VA,24501,VA - Lynchburg,65,45258.06154,16837.52308
372 - MAJOR GASTROINTESTINAL DISORDERS & PERITONEAL INFECTIONS W CC,490021,"CENTRA  HEALTH, INC",1920 ATHERHOLT ROAD,LYNCHBURG,VA,24501,VA - Lynchburg,39,15447.5641,7657.358974
377 - G.I. HEMORRHAGE W MCC,490021,"CENTRA  HEALTH, INC",1920 ATHERHOLT ROAD,LYNCHBURG,VA,24501,VA - Lynchburg,79,20092.75949,10709.60759
378 - G.I. HEMORRHAGE W CC,490021,"CENTRA  HEALTH, INC",1920 ATHERHOLT ROAD,LYNCHBURG,VA,24501,VA - Lynchburg,242,12776.27686,6201.595041
379 - G.I. HEMORRHAGE W/O CC/MCC,490021,"CENTRA  HEALTH, INC",1920 ATHERHOLT ROAD,LYNCHBURG,VA,24501,VA - Lynchburg,26,7360.807692,4187.038462
389 - G.I. OBSTRUCTION W CC,490021,"CENTRA  HEALTH, INC",1920 ATHERHOLT ROAD,LYNCHBURG,VA,24501,VA - Lynchburg,58,16470.58621,6150.155172
390 - G.I. OBSTRUCTION W/O CC/MCC,490021,"CENTRA  HEALTH, INC",1920 ATHERHOLT ROAD,LYNCHBURG,VA,24501,VA - Lynchburg,31,11235.06452,3957.612903
"391 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W MCC",490021,"CENTRA  HEALTH, INC",1920 ATHERHOLT ROAD,LYNCHBURG,VA,24501,VA - Lynchburg,71,17385.50704,7088.887324
"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",490021,"CENTRA  HEALTH, INC",1920 ATHERHOLT ROAD,LYNCHBURG,VA,24501,VA - Lynchburg,406,9890.889163,4450.012315
394 - OTHER DIGESTIVE SYSTEM DIAGNOSES W CC,490021,"CENTRA  HEALTH, INC",1920 ATHERHOLT ROAD,LYNCHBURG,VA,24501,VA - Lynchburg,47,11933.42553,5827.744681
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,490021,"CENTRA  HEALTH, INC",1920 ATHERHOLT ROAD,LYNCHBURG,VA,24501,VA - Lynchburg,49,24888.14286,9985.979592
419 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W/O CC/MCC,490021,"CENTRA  HEALTH, INC",1920 ATHERHOLT ROAD,LYNCHBURG,VA,24501,VA - Lynchburg,28,22036.21429,7512.392857
439 - DISORDERS OF PANCREAS EXCEPT MALIGNANCY W CC,490021,"CENTRA  HEALTH, INC",1920 ATHERHOLT ROAD,LYNCHBURG,VA,24501,VA - Lynchburg,48,12753.60417,6701.229167
460 - SPINAL FUSION EXCEPT CERVICAL W/O MCC,490021,"CENTRA  HEALTH, INC",1920 ATHERHOLT ROAD,LYNCHBURG,VA,24501,VA - Lynchburg,35,41823.2,24418.68571
469 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W MCC,490021,"CENTRA  HEALTH, INC",1920 ATHERHOLT ROAD,LYNCHBURG,VA,24501,VA - Lynchburg,37,46669.67568,18869.27027
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,490021,"CENTRA  HEALTH, INC",1920 ATHERHOLT ROAD,LYNCHBURG,VA,24501,VA - Lynchburg,507,29353.93097,13170.09665
473 - CERVICAL SPINAL FUSION W/O CC/MCC,490021,"CENTRA  HEALTH, INC",1920 ATHERHOLT ROAD,LYNCHBURG,VA,24501,VA - Lynchburg,19,24137.94737,12016.26316
480 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W MCC,490021,"CENTRA  HEALTH, INC",1920 ATHERHOLT ROAD,LYNCHBURG,VA,24501,VA - Lynchburg,29,41703.58621,16938.41379
481 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W CC,490021,"CENTRA  HEALTH, INC",1920 ATHERHOLT ROAD,LYNCHBURG,VA,24501,VA - Lynchburg,111,26981.10811,10857.6036
482 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W/O CC/MCC,490021,"CENTRA  HEALTH, INC",1920 ATHERHOLT ROAD,LYNCHBURG,VA,24501,VA - Lynchburg,25,22584.88,8842.16
491 - BACK & NECK PROC EXC SPINAL FUSION W/O CC/MCC,490021,"CENTRA  HEALTH, INC",1920 ATHERHOLT ROAD,LYNCHBURG,VA,24501,VA - Lynchburg,79,11496.11392,5736.924051
536 - FRACTURES OF HIP & PELVIS W/O MCC,490021,"CENTRA  HEALTH, INC",1920 ATHERHOLT ROAD,LYNCHBURG,VA,24501,VA - Lynchburg,31,8755.612903,4086
552 - MEDICAL BACK PROBLEMS W/O MCC,490021,"CENTRA  HEALTH, INC",1920 ATHERHOLT ROAD,LYNCHBURG,VA,24501,VA - Lynchburg,146,11530.55479,5046.513699
"563 - FX, SPRN, STRN & DISL EXCEPT FEMUR, HIP, PELVIS & THIGH W/O MCC",490021,"CENTRA  HEALTH, INC",1920 ATHERHOLT ROAD,LYNCHBURG,VA,24501,VA - Lynchburg,58,9938.637931,4186.551724
602 - CELLULITIS W MCC,490021,"CENTRA  HEALTH, INC",1920 ATHERHOLT ROAD,LYNCHBURG,VA,24501,VA - Lynchburg,32,15743.59375,8569.65625
603 - CELLULITIS W/O MCC,490021,"CENTRA  HEALTH, INC",1920 ATHERHOLT ROAD,LYNCHBURG,VA,24501,VA - Lynchburg,162,10102.90123,4991.975309
638 - DIABETES W CC,490021,"CENTRA  HEALTH, INC",1920 ATHERHOLT ROAD,LYNCHBURG,VA,24501,VA - Lynchburg,133,10123.66917,5318.857143
"640 - MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W MCC",490021,"CENTRA  HEALTH, INC",1920 ATHERHOLT ROAD,LYNCHBURG,VA,24501,VA - Lynchburg,63,15919.66667,7317.936508
"641 - MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W/O MCC",490021,"CENTRA  HEALTH, INC",1920 ATHERHOLT ROAD,LYNCHBURG,VA,24501,VA - Lynchburg,276,8768.757246,4226.355072
682 - RENAL FAILURE W MCC,490021,"CENTRA  HEALTH, INC",1920 ATHERHOLT ROAD,LYNCHBURG,VA,24501,VA - Lynchburg,133,22914.42857,9802.308271
683 - RENAL FAILURE W CC,490021,"CENTRA  HEALTH, INC",1920 ATHERHOLT ROAD,LYNCHBURG,VA,24501,VA - Lynchburg,254,11703.50394,5999.377953
684 - RENAL FAILURE W/O CC/MCC,490021,"CENTRA  HEALTH, INC",1920 ATHERHOLT ROAD,LYNCHBURG,VA,24501,VA - Lynchburg,58,7724.948276,3868.810345
689 - KIDNEY & URINARY TRACT INFECTIONS W MCC,490021,"CENTRA  HEALTH, INC",1920 ATHERHOLT ROAD,LYNCHBURG,VA,24501,VA - Lynchburg,40,13524.9,6990.925
690 - KIDNEY & URINARY TRACT INFECTIONS W/O MCC,490021,"CENTRA  HEALTH, INC",1920 ATHERHOLT ROAD,LYNCHBURG,VA,24501,VA - Lynchburg,234,10007.16239,4773.153846
698 - OTHER KIDNEY & URINARY TRACT DIAGNOSES W MCC,490021,"CENTRA  HEALTH, INC",1920 ATHERHOLT ROAD,LYNCHBURG,VA,24501,VA - Lynchburg,61,18497.67213,8867.836066
699 - OTHER KIDNEY & URINARY TRACT DIAGNOSES W CC,490021,"CENTRA  HEALTH, INC",1920 ATHERHOLT ROAD,LYNCHBURG,VA,24501,VA - Lynchburg,45,12618.06667,5764.577778
811 - RED BLOOD CELL DISORDERS W MCC,490021,"CENTRA  HEALTH, INC",1920 ATHERHOLT ROAD,LYNCHBURG,VA,24501,VA - Lynchburg,20,17183.6,7441.8
812 - RED BLOOD CELL DISORDERS W/O MCC,490021,"CENTRA  HEALTH, INC",1920 ATHERHOLT ROAD,LYNCHBURG,VA,24501,VA - Lynchburg,111,11264.85586,4849.279279
853 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W MCC,490021,"CENTRA  HEALTH, INC",1920 ATHERHOLT ROAD,LYNCHBURG,VA,24501,VA - Lynchburg,47,65347.59574,29817.48936
870 - SEPTICEMIA OR SEVERE SEPSIS W MV 96+ HOURS,490021,"CENTRA  HEALTH, INC",1920 ATHERHOLT ROAD,LYNCHBURG,VA,24501,VA - Lynchburg,18,80790.88889,32995.33333
871 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W MCC,490021,"CENTRA  HEALTH, INC",1920 ATHERHOLT ROAD,LYNCHBURG,VA,24501,VA - Lynchburg,402,23098.18905,11058.98756
872 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W/O MCC,490021,"CENTRA  HEALTH, INC",1920 ATHERHOLT ROAD,LYNCHBURG,VA,24501,VA - Lynchburg,242,13682.58678,6658.57438
885 - PSYCHOSES,490021,"CENTRA  HEALTH, INC",1920 ATHERHOLT ROAD,LYNCHBURG,VA,24501,VA - Lynchburg,31,8717.774194,5238.645161
897 - ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W/O MCC,490021,"CENTRA  HEALTH, INC",1920 ATHERHOLT ROAD,LYNCHBURG,VA,24501,VA - Lynchburg,72,11726.76389,5010.152778
917 - POISONING & TOXIC EFFECTS OF DRUGS W MCC,490021,"CENTRA  HEALTH, INC",1920 ATHERHOLT ROAD,LYNCHBURG,VA,24501,VA - Lynchburg,16,23587.625,9043.5
918 - POISONING & TOXIC EFFECTS OF DRUGS W/O MCC,490021,"CENTRA  HEALTH, INC",1920 ATHERHOLT ROAD,LYNCHBURG,VA,24501,VA - Lynchburg,70,8681.371429,3836.7
948 - SIGNS & SYMPTOMS W/O MCC,490021,"CENTRA  HEALTH, INC",1920 ATHERHOLT ROAD,LYNCHBURG,VA,24501,VA - Lynchburg,64,9212.90625,4043.96875
039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,490022,"MARY WASHINGTON HOSPITAL, INC",1001 SAM PERRY BOULEVARD,FREDERICKSBURG,VA,22401,VA - Richmond,41,19683.07317,6548.439024
057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,490022,"MARY WASHINGTON HOSPITAL, INC",1001 SAM PERRY BOULEVARD,FREDERICKSBURG,VA,22401,VA - Richmond,25,23093.28,5939.2
064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC,490022,"MARY WASHINGTON HOSPITAL, INC",1001 SAM PERRY BOULEVARD,FREDERICKSBURG,VA,22401,VA - Richmond,71,39007.33803,11295.14085
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC,490022,"MARY WASHINGTON HOSPITAL, INC",1001 SAM PERRY BOULEVARD,FREDERICKSBURG,VA,22401,VA - Richmond,115,29410.03478,7987.034783
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,490022,"MARY WASHINGTON HOSPITAL, INC",1001 SAM PERRY BOULEVARD,FREDERICKSBURG,VA,22401,VA - Richmond,60,24113.61667,5402.316667
069 - TRANSIENT ISCHEMIA,490022,"MARY WASHINGTON HOSPITAL, INC",1001 SAM PERRY BOULEVARD,FREDERICKSBURG,VA,22401,VA - Richmond,71,22114.01408,4911.211268
074 - CRANIAL & PERIPHERAL NERVE DISORDERS W/O MCC,490022,"MARY WASHINGTON HOSPITAL, INC",1001 SAM PERRY BOULEVARD,FREDERICKSBURG,VA,22401,VA - Richmond,35,26531.4,6864.057143
101 - SEIZURES W/O MCC,490022,"MARY WASHINGTON HOSPITAL, INC",1001 SAM PERRY BOULEVARD,FREDERICKSBURG,VA,22401,VA - Richmond,38,23594.02632,5475.184211
149 - DYSEQUILIBRIUM,490022,"MARY WASHINGTON HOSPITAL, INC",1001 SAM PERRY BOULEVARD,FREDERICKSBURG,VA,22401,VA - Richmond,24,21162.375,4180.041667
176 - PULMONARY EMBOLISM W/O MCC,490022,"MARY WASHINGTON HOSPITAL, INC",1001 SAM PERRY BOULEVARD,FREDERICKSBURG,VA,22401,VA - Richmond,45,27525.17778,7741.222222
177 - RESPIRATORY INFECTIONS & INFLAMMATIONS W MCC,490022,"MARY WASHINGTON HOSPITAL, INC",1001 SAM PERRY BOULEVARD,FREDERICKSBURG,VA,22401,VA - Richmond,40,49802.925,14218.425
178 - RESPIRATORY INFECTIONS & INFLAMMATIONS W CC,490022,"MARY WASHINGTON HOSPITAL, INC",1001 SAM PERRY BOULEVARD,FREDERICKSBURG,VA,22401,VA - Richmond,57,32378.05263,9648.929825
189 - PULMONARY EDEMA & RESPIRATORY FAILURE,490022,"MARY WASHINGTON HOSPITAL, INC",1001 SAM PERRY BOULEVARD,FREDERICKSBURG,VA,22401,VA - Richmond,44,51110.13636,10317.34091
190 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W MCC,490022,"MARY WASHINGTON HOSPITAL, INC",1001 SAM PERRY BOULEVARD,FREDERICKSBURG,VA,22401,VA - Richmond,131,30216.99237,7919.442748
191 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W CC,490022,"MARY WASHINGTON HOSPITAL, INC",1001 SAM PERRY BOULEVARD,FREDERICKSBURG,VA,22401,VA - Richmond,127,27208.3622,6800.110236
192 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W/O CC/MCC,490022,"MARY WASHINGTON HOSPITAL, INC",1001 SAM PERRY BOULEVARD,FREDERICKSBURG,VA,22401,VA - Richmond,88,20625.96591,5091.136364
193 - SIMPLE PNEUMONIA & PLEURISY W MCC,490022,"MARY WASHINGTON HOSPITAL, INC",1001 SAM PERRY BOULEVARD,FREDERICKSBURG,VA,22401,VA - Richmond,77,31008.09091,9311.701299
194 - SIMPLE PNEUMONIA & PLEURISY W CC,490022,"MARY WASHINGTON HOSPITAL, INC",1001 SAM PERRY BOULEVARD,FREDERICKSBURG,VA,22401,VA - Richmond,146,23894.62329,6949.753425
195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC,490022,"MARY WASHINGTON HOSPITAL, INC",1001 SAM PERRY BOULEVARD,FREDERICKSBURG,VA,22401,VA - Richmond,60,23225.71667,4869.183333
